aaaa,аааа：ああああ
radionovyny,радіоновини：ラジオニュース
radionyanya,радіоняня：ベビーモニター
radioniks,радіонікс：ラジオニクス
radioobladnannya,радіообладнання：無線機器
radioobmin,радіообмін：無線通信
radioobservatoriya,радіообсерваторія：電波観測所
radioorhanizatsiya,радіоорганізація：ラジオ組織
radiopelenhatsiya,радіопеленгація：電波方位測定
radiopelenhuvannya,радіопеленгування：無線方向探知
radioperehovory,радіопереговори：無線通話
radioperedavalnyy,радіопередавальний：ラジオ送信の
radioperemovyny,радіоперемовини：無線通話
radioperekhvat,радіоперехват：無線傍受
radiopohlynayuchyy,радіопоглинаючий：電波吸収の
radiopokryttya,радіопокриття：ラジオ放送範囲
radioposlannya,радіопослання：ラジオメッセージ
radiopostanovka,радіопостановка：ラジオドラマ
radioprydushennya,радіопридушення：電波妨害
radiopryladnyy,радіоприладний：無線機器の
radioprystriy,радіопристрій：無線装置
radioprodukt,радіопродукт：ラジオ製品
radioproduktsiya,радіопродукція：ラジオ製品
radioprodyuser,радіопродюсер：ラジオプロデューサー
radioproekt,радіопроект：ラジオプロジェクト
radioprozoryy,радіопрозорий：電波透過性の
radiopromin,радіопромінь：電波ビーム
radioprostir,радіопростір：電波空間
radioprotektor,радіопротектор：放射線防護剤
radioprotektornyy,радіопротекторний：放射線防護の
radioprotydiya,радіопротидія：無線対抗
radiopulsar,радіопульсар：電波パルサー
radioredaktsiya,радіоредакція：ラジオ編集部
radiorezystentnist,радіорезистентність：放射線耐性
radioreklama,радіореклама：ラジオ広告
radiorele,радіореле：無線リレー
radioreleynyy,радіорелейний：無線中継の
radioremontnyy,радіоремонтний：ラジオ修理の
radioreportazh,радіорепортаж：ラジオルポルタージュ
radiorynok,радіоринок：ラジオ市場
radiorozmova,радіорозмова：ラジオ会話
radiorolyk,радіоролик：ラジオCM
radiorotatsiya,радіоротація：ラジオローテーション
radioseans,радіосеанс：ラジオ放送
radioserial,радіосеріал：ラジオドラマシリーズ
radiosynhl,радіосингл：ラジオシングル
radiosystema,радіосистема：無線システム
radiosluzhba,радіослужба：ラジオサービス
radiospalakh,радіоспалах：電波バースト
radiospektakl,радіоспектакль：ラジオドラマ
radiospektroskopiya,радіоспектроскопія：電波分光法
radiosplesk,радіосплеск：電波バースト
radiosport,радіоспорт：ラジオスポーツ
radiosportsmen,радіоспортсмен：無線スポーツ選手
radiosposterezhennya,радіоспостереження：電波観測
radiosyuzhet,радіосюжет：ラジオレポート
radiotaksi,радіотаксі：ラジオタクシー
radioteatr,радіотеатр：ラジオ劇場
radiotelebachennya,радіотелебачення：ラジオテレビ
radiotelehrafnyy,радіотелеграфний：無線電信の
radiotelehrafiya,радіотелеграфія：無線電信
radiotelemetrychnyy,радіотелеметричний：無線遠隔測定の
radiotelefonist,радіотелефоніст：無線電話士
radioterapevtychnyy,радіотерапевтичний：放射線治療の
radioterapiya,радіотерапія：放射線療法
radiotekhnolohiya,радіотехнологія：無線技術
radiotekhnik,радіотехнік：無線技術者
radiotysha,радіотиша：電波の静寂
radiotovary,радіотовари：無線機器
radiotrek,радіотрек：ラジオトラック
radioupravlinnya,радіоуправління：無線制御
radiofabryka,радіофабрика：ラジオ工場
radiofarmatsevtychnyy,радіофармацевтичний：放射性医薬品の
radiofarmpreparat,радіофармпрепарат：放射性医薬品
radiofestyval,радіофестиваль：ラジオフェスティバル
radiofon,радіофон：ラジオ電話
radioformat,радіоформат：ラジオフォーマット
radiofizyk,радіофізик：電波物理学者
radiofizychnyy,радіофізичний：電波物理学の
radiofikatsiya,радіофікація：ラジオ化
radiokhvylovyy,радіохвильовий：電波の
radiokholdynh,радіохолдинг：ラジオホールディング
radiokhimik,радіохімік：放射化学者
radiokhimichnyy,радіохімічний：放射化学的な
radiokhimiya,радіохімія：放射化学
radiokhirurhichnyy,радіохірургічний：放射線外科の
radiokhirurhiya,радіохірургія：放射線手術
radiokhit,радіохіт：ラジオヒット
radiotseziy,радіоцезій：放射性セシウム
radiotsentr,радіоцентр：ラジオセンター
radiochart,радіочарт：ラジオチャート
radiochastotnyy,радіочастотний：電波周波数の
radioshanson,радіошансон：ラジオシャンソン
radiosholom,радіошолом：ラジオヘルメット
radioshou,радіошоу：ラジオ番組
radioshum,радіошум：無線ノイズ
radioindustriya,радіоіндустрія：ラジオ産業
radioinzhener,радіоінженер：無線技師
radiointerfeys,радіоінтерфейс：無線インターフェース
radiointerferometr,радіоінтерферометр：電波干渉計
radiointerferometrychnyy,радіоінтерферометричний：電波干渉計の
radiointerferometriya,радіоінтерферометрія：電波干渉計測
radioinformator,радіоінформатор：ラジオ情報提供者
radisne,радісне：喜ばしい
radisnishe,радісніше：より喜んで
radisinkyy,радісінький：とても嬉しい
radiusnyy,радіусний：半径の
radishcheva,радіщева：ラジシチェフの
radiyuchyy,радіючий：喜んでいる
radgoshch,радґощ：ラドゴシュチ
rae,рае：RAE（略語）
raen,раень：ラエニ
razak,разак：ラザク
razaka,разака：ラザカ
razaky,разаки：ラザキ
razbyl,разбил：壊した
razbyratysya,разбиратися：解析する
razbyty,разбити：壊す
razbytyy,разбитий：壊れた（ロシア語）
razboynyk,разбойник：山賊
razboynyka,разбойника：強盗
razbor,разбор：分析 \ 分析（ロシア語）
razvan,разван：ラズヴァン
razve,разве：まさか
razvedenye,разведение：繁殖(ロシア語)
razvedky,разведки：偵察（ロシア語）
razvedkyy,разведкий：偵察の
razvedok,разведок：偵察
razvedchyk,разведчик：偵察兵
razvernuty,развернути：展開する（ロシア語）
razvesty,"развести：離婚させる,繁殖させる"
razvyvaetsya,развивается：発展する（ロシア語）
razvyvaty,развивати：発展させる
razvyvatysya,развиватися：発展する
razvyvat,развивать：発展させる（ロシア語）
razvyy,развий：戦争の
razvyty,развити：発展させる（露）
razvytya,развитиа：発展
razvytye,развитие：発展（ロシア語）
razvytyema,развитиема：発展(誤字)
razvytyy,развитии：発展
razvytyyy,развитиий：発達した（ロシア語）
razvytyy,развитий：発展した(ロシア語) \ 発達した \ 発達した（ロシア語）
razvytyyu,развитию：発展
razvytyya,развития：発展（ロシア語・生格） \ 発展（ロシア語） \ 発展（属格・露）
razvlechenyy,развлечений：娯楽の（ロシア語形）
razvlechenyya,развлечения：娯楽（ロシア語）
razvod,развод：離婚
razvozzhayev,развозжаєв：ラズヴォジャエフ
razvozzhayeva,развозжаєва：ラズヴォジャエヴァ
razvozzhayevym,развозжаєвим：ラズヴォジャエフ
razvrat,"разврат：堕落,淫蕩"
razvye,развє：本当に（方言）
razhovaryval,разговаривал：話していた（ロシア語）
razhovaryvaty,разговаривати：話す（ロシア語）
razhovaryvat,разговаривать：話す（ロシア語）
razhovor,разговор：会話 \ 会話（ロシア語）
razhovora,разговора：会話（ロシア語形）
razhovory,разговори：会話
razhovoryy,разговорий：会話の（誤記）
razhovornyy,разговорний：話し言葉の
razhovorov,разговоров：会話の
razhovorova,разговорова：会話の（ロシア語）
razhon,разгон：加速
razhrad,разград：ラズグラド
razhrom,разгром：壊滅（ロシア語）
razhroma,разгрома：壊滅(ロシア語)
razhromyty,разгромити：壊滅させる（ロシア語）
razdaetsya,раздается：聞こえる(ロシア語)
razdan,раздан：ラズダン
razdaty,раздати：配る（ロシア語）
razdel,раздел：セクション（ロシア語） \ 分割（ロシア語） \ 区分
razdelenye,разделение：分割
razdelenyya,разделения：分割（ロシア語） \ 分離（ロシア語）
razdelyy,разделий：分割（ロシア語風）
razdelyty,разделити：分割する（ロシア語）
razdelyt,разделить：分割する
razzano,раззано：ラッザーノ（地名）
razylo,разило：漂っていた（ロシア語）
razyt,"разить：打つ,におう"
razlychye,различие：違い
razlychyya,различия：違い
razlychnyy,различний：様々な（ロシア語風）
razluk,разлук：別れ（属格複数・ロシア語）
razmer,размер：サイズ \ サイズ（ロシア語）
razmeryy,размерий：サイズ（ロシア語）
razmerov,размеров：サイズの（ロシア語）
razmeshchat,размещать：配置する
razmeshchenye,размещение：配置
razmeshchenyya,размещения：配置（ロシア語）
raznyy,разний：様々な
raznyts,разниц：違い
raznytsa,разница：差（ロシア語）
raznytsyy,разниций：違いの（ロシア語形）
raznytso,разницо：差（ロシア語混じり）
raznoobrazyya,разнообразия：多様性（ロシア語）
raznits,разніц：違い（誤記）
raznitsa,разніца：違い（ベラルーシ語）
raznitsyy,разніций：様々な
raznitso,разніцо：ラズニツァ（人名）
razobraty,разобрати：分解する(ロシア語)
razobratysya,разобратися：理解する
razoryty,разорити：破壊する
razocharovanye,разочарование：失望
razoshlys,разошлись：散らばった
razrabotaty,разработати：開発する
razrabotka,разработка：開発 \ 開発（ロシア語）
razrabotke,разработке：開発（ロシア語）
razrabotky,разработки：開発
razrabotkyy,разработкий：開発の
razrabotkoy,разработкой：開発(ロシア語)
razrabotok,разработок：開発（ロシア語）
razreshaetsya,разрешается：許可される（ロシア語）
razreshenye,разрешение：許可
razreshenyya,разрешения：許可（ロシア語）
razreshyl,разрешил：許可した（ロシア語）
razreshyty,разрешити：許可する
razreshyt,разрешить：許可する
razrushenye,разрушение：破壊
razrushenyy,разрушений：破壊された（ロシア語的）
razrushenyya,разрушения：破壊 \ 破壊（ロシア語）
razrushyy,разруший：破壊した
razrushyty,разрушити：破壊する（ロシア語）
razrushyt,разрушить：破壊する
razryad,"разряд：カテゴリー \ 等級,放電"
raztashovanyy,разташований：配置された
razum,разум：理性 \ 理性(ロシア語) \ 理性（ロシア語）
razuma,разума：理性
razumeetsya,разумеется：もちろん
razumkovtsi,разумковці：ラズムコフ派
razumnyy,разумний：賢明な
razumom,разумом：理性で（ロシア語）
razuraznyy,разуразний：一度に
razyucho,разючо：印象的に
razyuchishyy,разючіший：より印象的な
razinets,разінець：ラジン派
razinskyy,разінський：ラジン（の）
razirvaty,разірвати：破る(誤字)
rayavtodor,райавтодор：地区道路公社 \ 地区道路局
rayavtodoru,райавтодору：地区自動車道
rayahrobud,райагробуд：地区農業建設
rayahrolishosp,райагролісгосп：地区農林業
rayadministratsiya,райадміністрація：地区行政
rayan,райан：ライアン
rayana,райана：ライアン
rayanom,райаном：ライアン
rayvyborchkyy,райвиборчкий：地区選挙の
rayvo,райво：地区軍事委員会
rayvodokanal,райводоканал：地区水道局
rayviddil,райвідділ：地区支部
rayviddilennya,райвідділення：地区部門
rayviddilenniy,райвідділенній：地区部門の
rayviddilok,райвідділок：地区部門
rayvidilu,райвіділу：地区部門
rayviyskkomat,райвійськкомат：地区軍事委員部
rayhazet,райгазет：地区新聞
rayhazeta,райгазета：地区新聞
rayhorodotskyy,райгородоцький：ライゴロドツキーの
rayhorodskyy,райгородський：ライゴロドスキー
rayhras,райграс：ライグラス
raydena,райдена：ライデンの
rayder,райдер：ライダー
raydera,райдера：ライダー(要求リスト)
rayderzhadmin,райдержадмін：地区国家行政
rayderzhadminstratsiya,райдержадмінстрація：地区国家行政
rayderzhadministratsiya,райдержадміністрація：地区国家行政
raydery,райдери：ライダー
rayduzhka,райдужка：虹彩
rayduzhno,райдужно：虹色に
raydsherynhovyy,райдшеринговий：ライドシェアの
rayz,райз：ライズ
rayzemviddil,райземвідділ：地区土地部門
raykers,райкерс：ライカーズ
raykkonen,райкконен：ライコネン
raykkonena,райкконена：ライコネンの
raykkonenom,райкконеном：ライコネン
raykovetskyy,райковецький：ライコヴェツキーの
raykovycha,райковича：ライコヴィチの
raykomunhosp,райкомунгосп：地区共産党農業委員会
raykomisiya,райкомісія：地区委員会
raykroft,райкрофт：ライクロフト
raykivskyy,райківський：ライキフの
raylikarnya,райлікарня：地区病院
raymon,раймон：レイモン
raymona,раймона：レイモン
raymonds,раймондс：ライモンズ
raymonom,раймоном：ライモン(造格)
rayms,раймс：ライムス
raymunda,раймунда：ライムンダ（人名）
raymundas,раймундас：ライムンダス
raymundo,раймундо：ライムンド
raymundidiv,раймундідів：ライムンディド
raymilitsiya,райміліція：地区警察
rayn,райн：ライン
rayna,райна：ライナ
rayneke,райнеке：ライネケ
raynnyy,райнний：地区の（誤綴）
raynkhard,райнхард：ラインハルト
raynin,райнін：ライニン(人名)
raynina,райніна：ライニナ
rayo,райо：地区（略）
rayonh,районг：ラヨーン
rayonyy,районий：地区の（方言）
rayonyrovanye,районирование：地域区分（ロシア語）
rayonka,районка：地区の（方言） \ 地区新聞
rayonky,районки：地区新聞
rayonkyy,районкий：地区の（口語）
rayonko,районко：地区（愛称）
rayonn,районн：地区の(短縮形)
rayonnaya,районная：地区の
rayonnnyy,районнний：地区の（誤綴）
rayonov,районов：地区 \ 地区の（ロシア語）
rayonova,районова：地区の
rayonovanyy,районований：地区分けされた
rayonovyy,районовий：地区の（ロシア語）
rayonoviy,районовій：地区の
rayonok,районок：地区
rayonuvaty,районувати：地区分けする
rayonchyk,райончик：小さな地区
rayorhanizatsiya,райорганізація：地区組織
rayparkyy,райпаркий：ライパルキー
raypartkyy,райпарткий：地区党の
raypobutkombinat,райпобуткомбінат：地区生活サービス複合施設
rayprokuratura,райпрокуратура：地区検察庁
rayprokuror,райпрокурор：地区検察官
raypromkombinat,райпромкомбінат：地区工業コンビナート
raysa,райса：ライサ
rayspozhyvspilka,райспоживспілка：地区消費者協同組合
rayst,райст：ライスト
raysud,райсуд：地方裁判所
rayskhauer,райсхауер：ライシャワー
rayt,райт：ライト
raytar,райтар：ライター
rayter,райтер：ライター
raytera,райтера：ライター
raytery,райтери：ライター \ ロイター通信
rayupravlinnya,райуправління：地区管理局
rayfa,райфа：ライファ(地名)
rayfayzen,райфайзен：ライファイゼン
raykh,райх：帝国
raykhenau,райхенау：ライヒェナウ（地名）
raykhenbakh,райхенбах：ライヘンバッハ（地名）
raykhsbanku,райхсбанку：ライヒスバンク
raykhskantsler,райхсканцлер：帝国宰相
raykhskomisar,райхскомісар：国家弁務官
raykhskomisary,райхскомісари：帝国弁務官
raykhskomisariat,райхскомісаріат：ライヒコミッサリアート
raykhskomisariyat,райхскомісаріят：国家弁務官区
raykhsmarka,райхсмарка：ライヒスマルク
raykhsprezydent,райхспрезидент：ライヒ大統領
raykhsrat,райхсрат：帝国議会
raykhsratu,райхсрату：ライヒスラート
raykhstah,райхстаг：ライヒスターク \ 国会議事堂
raykhsfyurer,райхсфюрер：親衛隊全国指導者
raytse,райце：ライツェ
raytsentrivskyy,райцентрівський：郡都の
rayya,райя：ライヤ \ ラヤ
rayye,райє：楽園（方言形）
rakvere,раквере：ラクヴェレ
rakell,ракелль：ラケル
raketobudivnyk,ракетобудівник：ロケット製造者
raketomodelnyy,ракетомодельний：ロケット模型の
raketomodelyuvannya,ракетомоделювання：ロケットモデリング
rakesh,ракеш：ラケシュ
rakyy,ракий：がんの（誤綴）
rakytych,ракитич：ラキティッチ(人名)
rakka,ракка：ラッカ（地名）
rakku,ракку：ラッカ（地名・対格）
rakovetskyy,раковецький：ラコヴェツキー
rakovynnyy,раковинний：貝殻の
rakovystyy,раковистий：ガン性の
rakovytskyy,раковицький：ラコヴィツキー
rakovitsa,раковіца：ラコヴィツァ
rakonevitse,раконевіце：ラコネヴィツェ
rakopodibni,ракоподібні：甲殻類
rakoshyno,ракошино：ラコシノ
rakoshynskyy,ракошинський：ラコシンの
raktopamin,рактопамін：ラクトパミン
rakuv,ракув：ラクフ
rakun,ракун：アライグマ
rakushka,ракушка：貝殻
rakushnyakyy,ракушнякий：貝殻石灰岩の
rakkhayn,ракхайн：ラカイン
rakshas,ракшас：ラクシャサ
rakshasy,ракшаси：ラクシャサ \ 羅刹
rakivskyy,раківський：ラキフスキーの
rakivshchynskyy,раківщинський：ラキフシチナの
rakitich,ракітіч：ラキティッチ
rakiticha,ракітіча：ラキティチ
rakiya,ракія：ラキア
rall,ралл：ラル
rallya,ралля：ラリヤ（不明）
ralli,раллі：ラリー
ralliynyy,раллійний：ラリーの
ralnyy,ральний：ラルの
rali,ралі：ラリー
ralivskyy,ралівський：ラリフスキーの
raliynyy,ралійний：集会の
ramadan,рамадан：ラマダン
ramadi,рамаді：ラマディ（地名）
ramaz,рамаз：ラマーズ
ramalyu,рамалью：ラマーリュ
raman,раман：ラマン
ramana,рамана：ラマン
ramaniv,раманів：ラマニフ
ramanivskyy,раманівський：ラマニフスキーの
rambam,рамбам：ラムバム（人名）
rambla,рамбла：ランブラ
rambo,рамбо：ランボー
rambutan,рамбутан：ランブータン
ramena,рамена：肩
ramenske,раменське：ラメンスコエ
ramenskyy,раменський：ラメンスキー \ ラメンスキーの
ramenskoho,раменського：ラメンスキー（人名・地名）
ramesh,рамеш：ラメシュ
ramzay,рамзай：ラムゼー
ramke,рамке：フレーム
ramla,рамла：ラムラ
ramonskoho,рамонського：ラモンスコホ
ramos,рамос：ラモス（人名）
ramosa,рамоса：ラモサ
ramosom,рамосом：ラモスの
ramosu,рамосу：ラモス（人名・与格）
rampovyy,рамповий：ランプの
ramses,рамсес：ラムセス
ramsesa,рамсеса：ラムセス
ramsi,рамсі：ラムゼイ（人名）
ramus,рамус：ラムス
ramtsi,рамці：枠内（前置格）
ramshtayn,рамштайн：ラムシュタイン
ramya,рамя：肩（古語）
ramin,рамін：ラミン
ramiro,раміро：ラミロ
ran,ран：RAN（略語） \ ラン
ranho,ранго：ランゴ
ranhov,рангов：階級（属格）
ranhoutnyy,рангоутний：帆装の
ranhuna,рангуна：ラングーン(地名)
ranhi,рангі：ランギ
rand,ранд：ランド
randzhyt,ранджит：ランジット
randy,ранди：ランディ
randomnyy,рандомний：ランダムな
randomizatsiya,рандомізація：ランダム化
randomizovanyy,рандомізований：無作為化された
randomizovani,рандомізовані：ランダム化された
randity,рандіти：ランディ
ranevyy,раневий：創傷の
ranee,ранее：以前に
ranen,ранен：負傷した
ranenye,ранение：負傷（ロシア語）
ranenyya,ранения：負傷 \ 負傷（ロシア語）
ranen,ранень：負傷者
ranera,ранера：ラネラ（名前）
ranzhyruvaty,ранжирувати：ランク付けする
ranzhovanyy,ранжований：ランク付けされた
ranzhuvannya,ранжування：ランキング
ranzhuvaty,ранжувати：ランク付けする
ranzhutysya,ранжутися：ランク付けされる
ranzhuyutysya,ранжуютися：ランク付けされる
ranzhuiy,ранжуій：ランク付けする
ranytysya,ранитися：傷つく
ranke,ранке：朝（方言）
rankukh,ранкух：ランクフ
ranne,ранне：早い（方言）
ranneho,раннего：早期の（ロシア語）
rannee,раннее：以前（ロシア語）
ranney,ранней：早い
ranners,раннерс：ランナーズ
rannye,ранние：初期の
rannyy,ранний：早い
rannykovyy,ранниковий：朝の
rannykovi,ранникові：ラニコヴィ
rannobarokovyy,ранньобароковий：初期バロックの
rannovesnyanyy,ранньовесняний：早春の
rannovizantiyskyy,ранньовізантійський：初期ビザンツの
rannohotychnyy,ранньоготичний：初期ゴシックの
rannoderzhavnyy,ранньодержавний：初期国家の
rannodynastychnyy,ранньодинастичний：初期王朝の
rannozaliznyy,ранньозалізний：初期鉄器時代の
rannokvituchyy,ранньоквітучий：早咲きの
rannoklasychnyy,ранньокласичний：前期古典の
rannoklasovyy,ранньокласовий：初期階級の
rannokreydovyy,ранньокрейдовий：前期白亜紀の
rannomodernyy,ранньомодерний：前近代の
rannoproterozoyskyy,ранньопротерозойський：前期原生代の
rannorymskyy,ранньоримський：初期ローマの
rannoskifskyy,ранньоскіфський：初期スキタイの
rannostyhlyy,ранньостиглий：早熟の
rannotrypilskyy,ранньотрипільський：初期トリピリャ文化の
rannoimbriyskyy,ранньоімбрійський：前期インブリウム代の
rannye,раннє：早い
rannishyy,ранніший：より早い
ranobe,ранобе：ライトノベル
ranobyy,ранобий：早朝の
ranovyy,рановий：創傷の
ranozahoyuvalnyy,ранозагоювальний：創傷治癒の
ranochok,раночок：朝（指小形）
rant,рант：縁
rantukh,рантух：ラントゥフ
rantukhovyy,рантуховий：ラントゥホフ
rantye,рантьє：利子生活者
ranuvato,ранувато：早く
ranuchcho,рануччо：ラヌッチョ
rantsevyy,ранцевий：リュックサックの
rancho,ранчо：牧場
ranshe,ранше：以前に
ran,рань：ラニ
ranshe,раньше：以前（ロシア語）
ranyero,раньєро：ラニエロ（人名）
rani,рані：傷
raniv,ранів：傷の
ranizhuv,раніжув：ラニジュフ
raniy,раній：以前の（誤字）
ranishche,раніще：より早く
rang,ранґ：ランク
rangit,ранґіт：ランギート
rao,рао：RAO（略称）
rap,рап：ラップ
rapavyy,рапавий：粗い
rapakivyy,рапаківий：ラパキヴィ（花崗岩）の
rapamitsyn,рапаміцин：ラパマイシン
rapana,рапана：ラパナ
rapanuyskyy,рапануйський：ラパヌイの
rapanuyets,рапануєць：ラパヌイ人
rapanuyi,рапануї：ラパヌイ
rapani,рапані：ラパーニ(貝)
rapaniv,рапанів：ラパナの
rapas,рапас：ラパス（人名）
rapatyy,рапатий：大きな角のある
rapne,рапне：ラプネ（地名）
raport,рапорт：報告
raportuvaty,рапортувати：報告する
rapp,рапп：ラップ
raps,рапс：菜種
rapsovyy,рапсовий：菜種の
rapsod,рапсод：ラプソード歌手
rapsody,рапсоди：ラプソディ
rapsodiya,рапсодія：ラプソディ
raptovyy,раптовий：突然の
raptovo,раптово：突然
raptovist,раптовість：突然性
raptor,раптор：ラプター（固有名詞）
rapuntsel,рапунцель：ラプンツェル
rapid,рапід：ラピッド \ ラピッド（速い）
rapida,рапіда：ラピダ
rapidom,рапідом：ラピドムの
rapidu,рапіду：ラピッド
rapira,рапіра：レイピア
rapiryst,рапірист：フェンシング選手
rapirystka,рапіристка：女性フェンシング選手
rapirnyy,рапірний：レイピアの
rarytet,раритет：希少品
rarytetnyy,раритетний：希少な
rarytetnist,раритетність：希少性
rarotonha,раротонга：ラロトンガ
rasa,раса：人種
raseynyay,расейняй：ラセイニャイ
raseynyayskyy,расейняйський：ラセイニャイの
rasyzm,расизм：人種差別
rasym,расим：ラシム
rasynh,расинг：レーシング
rasynha,расинга：ラシンガ(競馬場名)
rasyst,расист：人種差別主義者（ロシア語）
rasystkyy,расисткий：人種差別的な（誤綴）
rasystskyy,расистський：人種差別の
rasklad,расклад：配置(ロシア語)
raskol,раскол：分裂（ロシア語）
raskolo,расколо：ラスコロ（人名）
raskopky,раскопки：発掘（ロシア語）
raskopok,раскопок：発掘（ロシア語）
rasmus,расмус：ラスムス
rasmusa,расмуса：ラスムス（所有格）
rasovyy,расовий：人種の
rasovist,расовість：人種性
raspad,распад：崩壊（ロシア語）
raspadskaya,распадская：ラスパツカヤ
raspadska,распадська：ラスパツカヤ
raspolozhenye,расположение：配置
raspolozhenyya,расположения：配置（ロシア語）
raspolozhenne,расположенне：配置
rasporyazhenye,распоряжение：命令（ロシア語）
rasporyazhenyy,распоряжений：命令（ロシア語・複数生格）
rasporyazhenyya,распоряжения：命令 \ 指示（ロシア語）
raspredelenye,распределение：分配
raspredelenyya,распределения：分配（ロシア語）
rasprostranenye,распространение：普及（ロシア語）
rasprostranenyy,распространении：普及で
rasprostranenyya,распространения：普及 \ 普及(ロシア語)
rasprostranyl,распространил：広めた
rasprostranyty,распространити：広める
rasprostranyaetsya,распространяется：広がる(ロシア語)
rasprya,распря：争い（ロシア語）
raspyatyy,распятий：磔にされた
raspiratornyy,распіраторний：呼吸器の
rass,расс：ラス
rassvet,рассвет：夜明け \ 夜明け（ロシア語）
rassvetyy,рассветий：夜明けの
rassvyet,рассвєт：夜明け（ロシア語風）
rasselenyya,расселения：居住（ロシア語）
rassell,расселл：ラッセル
rassella,расселла：ラッセル
rasseyanye,рассеяние：散乱
rasskazhet,расскажет：語るだろう
rasskaz,рассказ：物語（ロシア語）
rasskazal,рассказал：話した（ロシア語）
rasskazala,рассказала：話した（ロシア語女性形）
rasskazalnyy,рассказальний：物語の
rasskazaty,рассказати：話す
rasskazat,рассказать：話す（ロシア語）
rasskazov,рассказов：ラスカゾフ（ロシア語） \ 物語(複数形属格)
rasskazova,рассказова：ラスカゾワ
rassledovanye,расследование：捜査
rassledovanyy,расследовании：捜査（ロシア語前置格）
rassledovanyy,расследований：調査された（ロシア語）
rassledovanyya,расследования：捜査 \ 調査
rassledovaty,расследовати：調査する（ロシア語）
rassmatryvaetsya,рассматривается：検討される（ロシア語）
rassmatryvaty,рассматривати：検討する（ロシア語）
rassmatryvatysya,рассматриватися：検討される（ロシア語）
rassmatryvat,рассматривать：検討する（ロシア語）
rassmotrenye,рассмотрение：審査 \ 審査（ロシア語）
rassmotrenyya,рассмотрения：審議（ロシア語） \ 検討
rassmotret,рассмотреть：検討する（ロシア語）
rassmotryt,рассмотрит：検討する（ロシア語）
rasstatysya,расстатися：別れる（ロシア語）
rassty,"рассти：成長する（ロシア語風,誤字）"
rasstoyany,расстояни：距離(前置格・ロシア語)
rasstoyanye,расстояние：距離（ロシア語）
rasstoyanyy,расстоянии：距離
rasstrel,расстрел：銃殺(ロシア語形) \ 銃殺（ロシア語）
rasstrelyvaty,расстреливати：銃殺する
rasstrelyaty,расстреляти：銃殺する（誤綴）
rasstrelyat,расстрелять：銃殺する（ロシア語）
rassuzhdaty,рассуждати：議論する（ロシア語混合）
rassuzhdenyya,рассуждения：推論(ロシア語)
rast,раст：ラスト
rastaman,растаман：ラスタマン
rastamanskyy,растаманський：ラスタマンの
rastan,растан：ラスタン
rastafarianstv,растафаріанств：ラスタファリ運動
rastvorov,растворов：溶液
rastenburh,растенбург：ラステンブルク
rastenyy,растений：植物の（ロシア語）
rastenyya,растения：植物（ロシア語・複数） \ 植物（ロシア語）
rasteryzatsiya,растеризація：ラスタ化
rastet,растет：成長する
rasty,расти：成長する
rastytelnyy,растительний：植物の
rastytelnosty,растительности：植生（ロシア語）
rastr,растр：ラスター
rastrovyy,растровий：ラスターの
rastut,растут：成長する（ロシア語）
rastity,растіти：成長する（誤字）
rasulzade,расулзаде：ラスルザデ
raskhod,расход：消費(ロシア語)
raskhodov,расходов：支出
raschet,расчет：計算（ロシア語）
raschetyy,расчетий：計算の（ロシア語形）
raschetov,расчетов：計算(複数形属格)
rasshyrenye,расширение：拡大(ロシア語形)
rasshyrenyya,расширения：拡張
rasyeyu,расєю：ロシア
rasin,расін：ラシーン
rasinh,расінг：レーシング
rasinha,расінга：レーシング
rasinhom,расінгом：レーシング（造格）
rat,рат：ラト
rata,рата：分割払い
ratay,ратай：耕作者 \ 農夫
ratakovski,ратаковскі：ラタコフスキー
ratas,ратас：ラタス(姓)
ratatuy,рататуй：ラタトゥイユ
rataya,ратая：ラタヤ
raty,рати：軍隊（古語）
ratyn,ратин：ラティン
ratysya,ратися：戦う
ratytysya,ратитися：戦う
ratyfikatsiy,ратифікацій：批准
ratyfikatsiynyy,ратифікаційний：批准の
ratyfikatsiya,ратифікація：批准
ratyfikatsiyi,ратифікації：批准
ratyfikovanyy,ратифікований：批准された
ratyfikovuvaty,ратифіковувати：批准する
ratyfikuvannya,ратифікування：批准
ratyfikuvatysya,ратифікуватися：批准される
ratychni,ратичні：戦闘的な
ratke,ратке：ラトケ
ratnenskyy,ратненський：ラトネの
ratnivskyy,ратнівський：ラトニフスキー（地名）
ratnikov,ратніков：ラトニコフ（人名）
ratnikova,ратнікова：ラトニコヴァ
ratrak,ратрак：雪上車
rattya,раття：ラッティア
ratushevyy,ратушевий：市庁舎の
ratchaburi,ратчабурі：ラチャブリー（地名）
rati,раті：ラティ
rau,рау：ラウ
rauvolfiya,раувольфія：ラウオルフィア（植物）
rauma,раума：ラウマ
raundap,раундап：ラウンドアップ
raundovyy,раундовий：ラウンドの
raundoviy,раундовій：ラウンドの(誤字)
rausa,рауса：ラウサ
rauf,рауф：ラウフ
raukh,раух：ラウフ
raukhivka,раухівка：ラフウカ
raush,рауш：ラウシュ
rafael,рафаел：ラファエル
rafaele,рафаеле：ラファエレ
rafal,рафаль：ラファール
rafakh,рафах：ラファ
rafyk,рафик：ラフィク（人名）
rafleziya,рафлезія：ラフレシア
raft,рафт：ラフティング
raftynh,рафтинг：ラフティング
raftynhom,рафтингом：ラフティング
